Date|Close|Open|High|Low|Volume|Change|Value
2014-04-30|1,961.79|1,973.56|1,974.33|1,955.15|227.32M|-0.15%|0
2014-05-02|1,959.44|1,966.29|1,968.50|1,956.32|179.54M|-0.12%|0
2014-05-07|1,939.88|1,964.19|1,964.19|1,939.55|193.04M|-1.00%|0
2014-05-08|1,950.60|1,945.94|1,950.60|1,934.72|222.43M|0.55%|1
2014-05-09|1,956.55|1,953.48|1,958.34|1,949.64|205.21M|0.31%|1
2014-05-12|1,964.94|1,956.26|1,966.64|1,950.91|201.64M|0.43%|1
2014-05-13|1,982.93|1,973.08|1,988.41|1,969.60|242.16M|0.92%|1
2014-05-14|2,010.83|1,990.99|2,010.85|1,990.79|233.87M|1.41%|1
2014-05-15|2,010.20|2,007.88|2,015.37|2,006.38|259.39M|-0.03%|0
2014-05-16|2,013.44|2,003.48|2,013.44|1,997.27|232.53M|0.16%|1
2014-05-19|2,015.14|2,013.79|2,015.53|2,002.89|265.60M|0.08%|1
2014-05-20|2,011.26|2,011.85|2,014.46|2,004.32|248.34M|-0.19%|0
2014-05-21|2,008.33|2,003.48|2,015.63|2,001.74|224.09M|-0.15%|0
2014-05-22|2,015.59|2,015.41|2,022.59|2,011.60|231.08M|0.36%|1
2014-05-23|2,017.17|2,013.09|2,017.96|2,011.76|241.81M|0.08%|1
2014-05-26|2,010.35|2,016.21|2,020.96|2,008.14|196.58M|-0.34%|0
2014-05-27|1,997.63|2,014.87|2,016.73|1,988.44|221.79M|-0.63%|0
2014-05-28|2,017.06|2,000.26|2,017.06|1,997.89|210.65M|0.97%|1
2014-05-29|2,012.26|2,020.67|2,021.96|2,009.23|228.54M|-0.24%|0
2014-05-30|1,994.96|2,015.37|2,019.17|1,994.96|247.32M|-0.86%|0
2014-06-02|2,002.00|1,998.81|2,006.93|1,995.69|265.59M|0.35%|1
2014-06-03|2,008.56|2,006.31|2,008.56|1,990.72|266.74M|0.33%|1
2014-06-05|1,995.48|2,007.20|2,007.20|1,986.95|222.09M|-0.65%|0
2014-06-09|1,990.04|2,004.73|2,008.86|1,986.53|209.61M|-0.27%|0
2014-06-10|2,011.80|2,000.89|2,011.87|1,996.21|234.93M|1.09%|1
2014-06-11|2,014.67|2,009.51|2,016.78|2,006.73|238.05M|0.14%|1
2014-06-12|2,011.65|2,013.60|2,015.80|2,003.57|251.88M|-0.15%|0
2014-06-13|1,990.85|2,005.55|2,005.55|1,984.04|223.11M|-1.03%|0
2014-06-16|1,993.59|1,986.86|1,995.86|1,985.30|233.60M|0.14%|1
2014-06-17|2,001.55|1,994.89|2,002.96|1,991.53|236.60M|0.40%|1
2014-06-18|1,989.49|2,002.26|2,002.26|1,987.03|216.85M|-0.60%|0
2014-06-19|1,992.03|1,994.23|1,999.11|1,985.89|257.89M|0.13%|1
2014-06-20|1,968.07|1,990.71|1,990.73|1,965.12|232.66M|-1.20%|0
2014-06-23|1,974.92|1,975.10|1,980.31|1,971.61|231.74M|0.35%|1
2014-06-24|1,994.35|1,976.24|1,998.31|1,976.24|250.60M|0.98%|1
2014-06-25|1,981.77|1,992.69|1,993.60|1,980.78|336.65M|-0.63%|0
2014-06-26|1,995.05|1,983.00|1,997.08|1,982.48|273.51M|0.67%|1
2014-06-27|1,988.51|1,990.90|1,997.01|1,983.88|218.84M|-0.33%|0
2014-06-30|2,002.21|1,996.13|2,002.21|1,992.65|201.13M|0.69%|1
2014-07-01|1,999.00|1,993.29|1,999.00|1,987.89|238.87M|-0.16%|0
2014-07-02|2,015.28|2,008.00|2,016.36|2,002.40|318.42M|0.81%|1
2014-07-03|2,010.97|2,015.99|2,015.99|2,007.86|259.91M|-0.21%|0
2014-07-04|2,009.66|2,018.35|2,018.35|2,005.84|241.51M|-0.07%|0
2014-07-07|2,005.12|2,007.53|2,009.32|1,998.03|228.34M|-0.23%|0
2014-07-08|2,006.66|2,003.55|2,009.22|1,997.87|259.36M|0.08%|1
2014-07-09|2,000.50|1,997.57|2,000.89|1,992.42|272.75M|-0.31%|0
2014-07-10|2,002.84|2,004.63|2,006.50|1,999.96|327.64M|0.12%|1
2014-07-11|1,988.74|1,988.93|1,993.46|1,985.53|277.02M|-0.70%|0
2014-07-14|1,993.88|1,998.26|2,001.11|1,993.57|270.39M|0.26%|1
2014-07-15|2,012.72|2,004.93|2,015.54|2,004.49|361.20M|0.94%|1
2014-07-16|2,013.48|2,015.67|2,018.05|2,008.99|315.17M|0.04%|1
2014-07-17|2,020.90|2,020.52|2,025.41|2,018.77|322.70M|0.37%|1
2014-07-18|2,019.42|2,007.12|2,019.42|2,006.01|304.52M|-0.07%|0
2014-07-21|2,018.50|2,028.02|2,030.61|2,016.42|274.63M|-0.05%|0
2014-07-22|2,028.93|2,021.18|2,028.93|2,017.76|265.89M|0.52%|1
2014-07-23|2,028.32|2,032.73|2,035.24|2,025.00|353.51M|-0.03%|0
2014-07-24|2,026.62|2,032.94|2,034.72|2,021.22|323.59M|-0.08%|0
2014-07-25|2,033.85|2,030.04|2,036.20|2,027.33|282.77M|0.36%|1
2014-07-28|2,048.81|2,035.96|2,053.84|2,035.96|349.02M|0.74%|1
2014-07-29|2,061.97|2,054.03|2,065.96|2,053.41|408.77M|0.64%|1
2014-07-30|2,082.61|2,064.47|2,093.08|2,062.88|343.29M|1.00%|1
2014-07-31|2,076.12|2,081.75|2,090.57|2,070.78|383.73M|-0.31%|0
2014-08-01|2,073.10|2,063.71|2,079.81|2,062.54|271.97M|-0.15%|0
2014-08-04|2,080.42|2,080.77|2,083.05|2,067.17|253.20M|0.35%|1
2014-08-05|2,066.26|2,076.17|2,077.73|2,058.92|346.82M|-0.68%|0
2014-08-06|2,060.73|2,062.93|2,068.08|2,055.68|377.27M|-0.27%|0
2014-08-07|2,054.51|2,062.24|2,063.53|2,047.75|292.94M|-0.30%|0
2014-08-08|2,031.10|2,049.51|2,051.06|2,026.56|354.82M|-1.14%|0
2014-08-11|2,039.37|2,048.18|2,048.18|2,037.80|285.84M|0.41%|1
2014-08-12|2,041.47|2,048.39|2,055.85|2,038.14|312.80M|0.10%|1
2014-08-13|2,062.36|2,046.68|2,062.36|2,043.11|280.66M|1.02%|1
2014-08-14|2,063.22|2,065.69|2,073.42|2,056.06|270.85M|0.04%|1
2014-08-18|2,053.13|2,070.95|2,073.05|2,053.13|300.42M|-0.49%|0
2014-08-19|2,071.14|2,065.19|2,074.43|2,064.34|327.12M|0.88%|1
2014-08-20|2,072.78|2,080.77|2,082.21|2,063.61|315.36M|0.08%|1
2014-08-21|2,044.21|2,067.63|2,068.22|2,041.91|307.80M|-1.38%|0
2014-08-22|2,056.70|2,048.24|2,058.46|2,046.54|277.86M|0.61%|1
2014-08-25|2,060.89|2,049.16|2,062.23|2,044.20|272.04M|0.20%|1
2014-08-26|2,068.05|2,069.07|2,072.42|2,065.15|288.91M|0.35%|1
2014-08-27|2,074.93|2,075.45|2,081.83|2,070.77|337.61M|0.33%|1
2014-08-28|2,075.76|2,083.03|2,088.86|2,072.14|305.88M|0.04%|1
2014-08-29|2,068.54|2,070.73|2,073.03|2,060.14|301.37M|-0.35%|0
2014-09-01|2,067.86|2,067.80|2,072.59|2,062.30|272.47M|-0.03%|0
2014-09-02|2,051.58|2,065.97|2,066.00|2,049.15|323.12M|-0.79%|0
2014-09-03|2,051.20|2,050.09|2,054.08|2,040.44|337.97M|-0.02%|0
2014-09-04|2,056.26|2,059.05|2,065.27|2,050.79|376.39M|0.25%|1
2014-09-05|2,049.41|2,053.18|2,059.04|2,044.68|343.35M|-0.33%|0
2014-09-11|2,034.16|2,046.97|2,052.16|2,034.13|333.41M|-0.74%|0
2014-09-12|2,041.86|2,042.51|2,048.21|2,037.37|362.67M|0.38%|1
2014-09-15|2,035.82|2,039.03|2,040.08|2,028.80|297.61M|-0.30%|0
2014-09-16|2,042.92|2,039.92|2,045.65|2,036.23|365.69M|0.35%|1
2014-09-17|2,062.61|2,052.06|2,062.62|2,051.11|351.67M|0.96%|1
2014-09-18|2,047.74|2,058.21|2,063.26|2,044.17|394.27M|-0.72%|0
2014-09-19|2,053.82|2,057.56|2,062.37|2,053.66|397.74M|0.30%|1
2014-09-22|2,039.27|2,053.30|2,053.30|2,032.36|323.89M|-0.71%|0
2014-09-23|2,028.91|2,028.90|2,036.25|2,025.16|427.81M|-0.51%|0
2014-09-24|2,035.64|2,024.75|2,036.26|2,019.91|332.59M|0.33%|1
2014-09-25|2,034.11|2,045.66|2,046.26|2,030.09|325.38M|-0.08%|0
2014-09-26|2,031.64|2,019.17|2,031.65|2,018.70|313.52M|-0.12%|0
2014-09-29|2,026.60|2,035.93|2,036.44|2,021.37|339.59M|-0.25%|0
2014-09-30|2,020.09|2,023.18|2,029.17|2,007.30|322.81M|-0.32%|0
2014-10-01|1,991.54|2,013.47|2,013.47|1,989.84|351.58M|-1.41%|0
2014-10-02|1,976.16|1,984.43|1,985.06|1,966.17|322.66M|-0.77%|0
2014-10-06|1,968.39|1,987.89|1,988.39|1,968.30|325.08M|-0.39%|0
2014-10-07|1,972.91|1,979.83|1,982.96|1,966.22|328.23M|0.23%|1
2014-10-08|1,965.25|1,957.90|1,974.27|1,957.90|266.18M|-0.39%|0
2014-10-10|1,940.92|1,953.98|1,953.98|1,931.88|342.82M|-1.24%|0
2014-10-13|1,927.21|1,919.48|1,932.37|1,918.48|308.92M|-0.71%|0
2014-10-14|1,929.25|1,933.45|1,940.21|1,926.87|335.51M|0.11%|1
2014-10-15|1,925.91|1,932.11|1,938.85|1,918.77|310.34M|-0.17%|0
2014-10-16|1,918.83|1,911.45|1,922.94|1,904.77|313.61M|-0.37%|0
2014-10-17|1,900.66|1,923.51|1,923.51|1,896.54|362.08M|-0.95%|0
2014-10-20|1,930.06|1,918.84|1,933.12|1,917.54|344.67M|1.55%|1
2014-10-21|1,915.28|1,923.62|1,923.62|1,911.03|405.92M|-0.77%|0
2014-10-22|1,936.97|1,936.91|1,936.99|1,924.21|399.10M|1.13%|1
2014-10-23|1,931.65|1,932.43|1,944.45|1,924.14|372.83M|-0.27%|0
2014-10-24|1,925.69|1,942.46|1,942.72|1,916.84|419.43M|-0.31%|0
2014-10-27|1,931.97|1,933.91|1,939.25|1,929.26|408.84M|0.33%|1
2014-10-28|1,925.68|1,935.46|1,936.28|1,924.37|414.62M|-0.33%|0
2014-10-29|1,961.17|1,938.80|1,961.49|1,931.59|396.62M|1.84%|1
2014-10-30|1,958.93|1,956.92|1,959.49|1,944.24|311.05M|-0.11%|0
2014-10-31|1,964.43|1,963.26|1,967.08|1,951.07|349.40M|0.28%|1
2014-11-03|1,952.97|1,959.66|1,961.04|1,947.83|344.50M|-0.58%|0
2014-11-04|1,935.19|1,950.15|1,956.73|1,928.52|391.71M|-0.91%|0
2014-11-05|1,931.43|1,938.61|1,944.50|1,928.99|332.28M|-0.19%|0
2014-11-06|1,936.48|1,933.45|1,939.32|1,923.05|360.57M|0.26%|1
2014-11-07|1,939.87|1,935.75|1,943.26|1,932.17|255.42M|0.18%|1
2014-11-10|1,958.23|1,952.79|1,965.35|1,952.79|313.26M|0.95%|1
2014-11-11|1,963.00|1,957.87|1,965.41|1,956.23|311.40M|0.24%|1
2014-11-12|1,967.27|1,965.21|1,974.69|1,961.66|348.50M|0.22%|1
2014-11-13|1,960.51|1,970.64|1,973.33|1,954.88|332.60M|-0.34%|0
2014-11-14|1,945.14|1,959.64|1,959.64|1,940.49|314.80M|-0.78%|0
2014-11-17|1,943.63|1,941.83|1,948.33|1,935.95|277.52M|-0.08%|0
2014-11-18|1,967.01|1,951.93|1,967.01|1,951.93|251.27M|1.20%|1
2014-11-19|1,966.87|1,974.41|1,974.41|1,959.21|279.56M|-0.01%|0
2014-11-20|1,958.04|1,960.72|1,962.69|1,952.44|339.22M|-0.45%|0
2014-11-21|1,964.84|1,966.89|1,969.43|1,959.81|345.92M|0.35%|1
2014-11-24|1,978.54|1,982.48|1,985.18|1,974.37|325.45M|0.70%|1
2014-11-25|1,980.21|1,981.52|1,981.85|1,973.80|283.19M|0.08%|1
2014-11-26|1,980.84|1,984.83|1,985.43|1,972.95|253.29M|0.03%|1
2014-11-27|1,982.09|1,993.65|1,994.82|1,982.08|295.51M|0.06%|1
2014-11-28|1,980.78|1,983.22|1,984.73|1,975.66|340.70M|-0.07%|0
2014-12-01|1,965.22|1,971.95|1,971.97|1,962.15|333.98M|-0.79%|0
2014-12-02|1,965.83|1,959.40|1,965.83|1,954.40|317.91M|0.03%|1
2014-12-03|1,969.91|1,969.57|1,973.96|1,964.77|271.11M|0.21%|1
2014-12-04|1,986.61|1,976.30|1,988.56|1,976.10|244.39M|0.85%|1
2014-12-05|1,986.62|1,986.60|1,989.17|1,983.36|305.55M|0.00%|1
2014-12-08|1,978.95|1,988.80|1,990.04|1,976.89|295.14M|-0.39%|0
2014-12-09|1,970.95|1,977.05|1,977.15|1,968.85|541.16M|-0.40%|0
2014-12-10|1,945.56|1,964.04|1,966.11|1,943.27|367.89M|-1.29%|0
2014-12-11|1,916.59|1,930.46|1,937.23|1,916.49|343.64M|-1.49%|0
2014-12-12|1,921.71|1,921.61|1,926.67|1,915.00|363.47M|0.27%|1
2014-12-15|1,920.36|1,903.12|1,920.43|1,899.61|294.42M|-0.07%|0
2014-12-16|1,904.13|1,909.01|1,919.60|1,901.13|369.42M|-0.85%|0
2014-12-17|1,900.16|1,913.28|1,913.28|1,900.16|307.27M|-0.21%|0
2014-12-18|1,897.50|1,917.67|1,919.24|1,881.73|337.30M|-0.14%|0
2014-12-19|1,929.98|1,920.75|1,930.08|1,914.27|291.79M|1.71%|1
2014-12-22|1,943.12|1,938.16|1,944.20|1,928.89|324.54M|0.68%|1
2014-12-23|1,939.02|1,942.12|1,944.75|1,936.75|300.80M|-0.21%|0
2014-12-24|1,946.61|1,940.76|1,947.35|1,936.74|283.87M|0.39%|1
2014-12-26|1,948.16|1,947.60|1,954.77|1,944.22|297.01M|0.08%|1
2014-12-29|1,927.86|1,937.27|1,941.33|1,927.83|265.81M|-1.04%|0
2014-12-30|1,915.59|1,934.51|1,937.55|1,910.78|256.44M|-0.64%|0
2015-01-02|1,926.44|1,914.24|1,929.15|1,909.67|258.78M|0.57%|1
2015-01-05|1,915.75|1,921.96|1,921.96|1,903.37|313.44M|-0.55%|0
2015-01-06|1,882.45|1,895.48|1,900.02|1,877.38|303.69M|-1.74%|0
2015-01-07|1,883.83|1,878.90|1,887.60|1,876.27|280.51M|0.07%|1
2015-01-08|1,904.65|1,895.85|1,907.23|1,891.77|262.21M|1.11%|1
2015-01-09|1,924.70|1,919.80|1,929.10|1,915.85|308.78M|1.05%|1
2015-01-12|1,920.95|1,918.18|1,924.66|1,917.88|311.92M|-0.19%|0
2015-01-13|1,917.14|1,915.03|1,920.77|1,910.27|338.99M|-0.20%|0
2015-01-14|1,913.66|1,919.31|1,925.68|1,913.51|297.52M|-0.18%|0
2015-01-15|1,914.14|1,914.06|1,919.69|1,908.60|266.54M|0.03%|1
2015-01-16|1,888.13|1,907.07|1,907.07|1,885.62|298.73M|-1.36%|0
2015-01-19|1,902.62|1,902.81|1,912.42|1,900.26|281.12M|0.77%|1
2015-01-20|1,918.31|1,908.62|1,918.85|1,907.97|280.90M|0.82%|1
2015-01-21|1,921.23|1,917.33|1,921.88|1,909.86|300.84M|0.15%|1
2015-01-22|1,920.82|1,926.01|1,932.50|1,916.56|343.13M|-0.02%|0
2015-01-23|1,936.09|1,945.36|1,945.36|1,930.65|367.70M|0.79%|1
2015-01-26|1,935.68|1,928.26|1,936.40|1,924.14|330.61M|-0.02%|0
2015-01-27|1,952.40|1,941.90|1,952.41|1,940.72|466.96M|0.86%|1
2015-01-28|1,961.58|1,946.71|1,963.53|1,943.59|400.93M|0.47%|1
2015-01-29|1,951.02|1,950.83|1,960.12|1,946.20|391.03M|-0.54%|0
2015-01-30|1,949.26|1,964.13|1,964.13|1,948.60|441.48M|-0.09%|0
2015-02-02|1,952.68|1,947.91|1,956.10|1,944.58|364.83M|0.18%|1
2015-02-03|1,951.96|1,960.11|1,960.35|1,940.74|369.98M|-0.04%|0
2015-02-04|1,962.79|1,963.37|1,970.27|1,961.57|348.03M|0.55%|1
2015-02-05|1,952.84|1,961.15|1,962.15|1,945.42|395.65M|-0.51%|0
2015-02-06|1,955.52|1,955.13|1,955.52|1,945.82|309.82M|0.14%|1
2015-02-09|1,947.00|1,949.50|1,952.86|1,944.79|310.18M|-0.44%|0
2015-02-10|1,935.86|1,949.30|1,954.20|1,935.86|329.20M|-0.57%|0
2015-02-11|1,945.70|1,942.34|1,948.89|1,937.95|307.45M|0.51%|1
2015-02-12|1,941.63|1,947.21|1,947.47|1,932.75|334.82M|-0.21%|0
2015-02-13|1,957.50|1,949.32|1,957.50|1,946.94|351.08M|0.82%|1
2015-02-16|1,958.23|1,960.03|1,963.44|1,955.39|350.94M|0.04%|1
2015-02-17|1,961.45|1,955.77|1,962.97|1,952.33|304.53M|0.16%|1
2015-02-23|1,968.39|1,974.44|1,976.96|1,966.77|347.58M|0.35%|1
2015-02-24|1,976.12|1,975.65|1,980.38|1,972.61|309.54M|0.39%|1
2015-02-25|1,990.47|1,988.47|1,992.03|1,984.53|369.50M|0.73%|1
2015-02-26|1,993.08|1,993.27|1,993.43|1,983.94|385.66M|0.13%|1
2015-02-27|1,985.80|1,992.76|1,993.34|1,982.50|424.55M|-0.37%|0
2015-03-02|1,996.81|1,996.72|1,999.13|1,988.33|373.37M|0.55%|1
2015-03-03|2,001.38|2,002.50|2,003.05|1,995.93|444.86M|0.23%|1
2015-03-04|1,998.29|2,001.76|2,003.85|1,996.50|374.54M|-0.15%|0
2015-03-05|1,998.38|1,996.81|2,002.48|1,993.92|373.68M|0.00%|1
2015-03-06|2,012.94|2,003.97|2,013.73|2,003.18|393.35M|0.73%|1
2015-03-09|1,992.82|2,004.94|2,005.81|1,990.87|296.75M|-1.00%|0
2015-03-10|1,984.77|2,000.66|2,003.19|1,982.22|433.40M|-0.40%|0
2015-03-11|1,980.83|1,971.04|1,984.60|1,969.13|399.53M|-0.20%|0
2015-03-12|1,970.59|1,979.22|1,988.77|1,970.59|384.04M|-0.52%|0
2015-03-13|1,985.79|1,987.17|1,991.87|1,982.96|326.71M|0.77%|1
2015-03-16|1,987.33|1,985.59|1,991.79|1,982.26|319.16M|0.08%|1
2015-03-17|2,029.91|1,998.26|2,029.91|1,997.27|356.55M|2.14%|1
2015-03-18|2,028.45|2,032.19|2,036.13|2,026.72|362.01M|-0.07%|0
2015-03-19|2,037.89|2,047.13|2,047.13|2,031.07|468.28M|0.47%|1
2015-03-20|2,037.24|2,037.13|2,040.00|2,027.81|351.73M|-0.03%|0
2015-03-23|2,036.59|2,043.22|2,043.92|2,032.35|314.90M|-0.03%|0
2015-03-24|2,041.37|2,035.08|2,041.77|2,028.54|328.83M|0.23%|1
2015-03-25|2,042.81|2,043.16|2,046.97|2,038.14|423.41M|0.07%|1
2015-03-26|2,022.56|2,027.20|2,036.70|2,019.51|342.26M|-0.99%|0
2015-03-27|2,019.80|2,026.75|2,027.25|2,016.88|448.96M|-0.14%|0
2015-03-30|2,030.04|2,026.60|2,033.27|2,018.12|439.56M|0.51%|1
2015-03-31|2,041.03|2,042.31|2,046.90|2,032.24|555.93M|0.54%|1
2015-04-01|2,028.45|2,035.40|2,039.04|2,024.64|542.80M|-0.62%|0
2015-04-02|2,029.07|2,036.90|2,040.45|2,028.22|655.86M|0.03%|1
2015-04-03|2,045.42|2,035.83|2,045.94|2,031.27|498.64M|0.81%|1
2015-04-06|2,046.43|2,049.87|2,055.45|2,043.26|460.49M|0.05%|1
2015-04-07|2,047.03|2,059.05|2,059.09|2,043.79|436.23M|0.03%|1
2015-04-08|2,059.26|2,048.75|2,060.19|2,046.09|552.68M|0.60%|1
2015-04-09|2,058.87|2,060.30|2,064.46|2,054.17|529.86M|-0.02%|0
2015-04-10|2,087.76|2,066.32|2,089.09|2,065.39|658.38M|1.40%|1
2015-04-13|2,098.92|2,094.10|2,099.97|2,088.82|561.81M|0.53%|1
2015-04-14|2,111.72|2,101.76|2,111.73|2,095.97|648.85M|0.61%|1
2015-04-15|2,119.96|2,114.56|2,122.72|2,110.25|451.40M|0.39%|1
2015-04-16|2,139.90|2,134.14|2,139.90|2,125.54|476.42M|0.94%|1
2015-04-17|2,143.50|2,142.72|2,144.76|2,134.10|464.63M|0.17%|1
2015-04-20|2,146.71|2,126.55|2,146.73|2,126.55|509.04M|0.15%|1
2015-04-21|2,144.79|2,153.42|2,153.84|2,140.12|561.78M|-0.09%|0
2015-04-22|2,143.89|2,146.59|2,161.23|2,125.88|769.39M|-0.04%|0
2015-04-23|2,173.41|2,156.94|2,174.72|2,139.33|521.59M|1.38%|1
2015-04-24|2,159.80|2,181.24|2,189.54|2,154.27|508.42M|-0.63%|0
2015-04-27|2,157.54|2,169.14|2,169.14|2,152.09|392.34M|-0.10%|0
2015-04-28|2,147.67|2,162.50|2,164.52|2,144.85|415.06M|-0.46%|0
2015-04-29|2,142.63|2,155.01|2,156.24|2,126.36|458.06M|-0.23%|0
2015-04-30|2,127.17|2,134.94|2,136.90|2,121.29|509.13M|-0.72%|0
2015-05-04|2,132.23|2,134.51|2,139.30|2,128.72|355.62M|0.24%|1
2015-05-06|2,104.58|2,122.03|2,123.22|2,095.60|428.09M|-1.30%|0
2015-05-07|2,091.00|2,098.48|2,099.44|2,067.99|423.25M|-0.65%|0
2015-05-08|2,085.52|2,090.19|2,094.06|2,082.72|309.50M|-0.26%|0
2015-05-11|2,097.38|2,106.12|2,110.79|2,097.38|329.70M|0.57%|1
2015-05-12|2,096.77|2,100.63|2,101.72|2,088.64|391.92M|-0.03%|0
2015-05-13|2,114.16|2,100.10|2,115.36|2,100.08|377.03M|0.83%|1
2015-05-14|2,120.33|2,115.59|2,121.68|2,111.72|430.83M|0.29%|1
2015-05-15|2,106.50|2,132.53|2,134.36|2,104.77|491.71M|-0.65%|0
2015-05-18|2,113.72|2,108.15|2,113.72|2,099.48|445.16M|0.34%|1
2015-05-19|2,120.85|2,114.29|2,126.89|2,107.62|418.48M|0.34%|1
2015-05-20|2,139.54|2,128.01|2,140.24|2,125.49|452.11M|0.88%|1
2015-05-21|2,122.81|2,139.68|2,140.60|2,121.49|398.15M|-0.78%|0
2015-05-22|2,146.10|2,131.11|2,146.10|2,126.88|444.58M|1.10%|1
2015-05-26|2,143.50|2,146.47|2,148.70|2,130.30|381.38M|-0.12%|0
2015-05-27|2,107.50|2,133.49|2,134.95|2,103.64|439.03M|-1.68%|0
2015-05-28|2,110.89|2,117.77|2,123.52|2,110.89|416.12M|0.16%|1
2015-05-29|2,114.80|2,109.38|2,123.39|2,106.70|456.14M|0.19%|1
2015-06-01|2,102.37|2,110.12|2,110.88|2,086.00|426.93M|-0.59%|0
2015-06-02|2,078.64|2,102.62|2,107.17|2,076.16|520.06M|-1.13%|0
2015-06-03|2,063.16|2,078.51|2,087.95|2,059.34|541.17M|-0.74%|0
2015-06-04|2,072.86|2,070.49|2,082.60|2,062.75|400.36M|0.47%|1
2015-06-05|2,068.10|2,062.22|2,075.02|2,060.91|394.29M|-0.23%|0
2015-06-08|2,065.19|2,068.51|2,068.51|2,056.50|393.56M|-0.14%|0
2015-06-09|2,064.03|2,063.40|2,073.75|2,057.21|421.88M|-0.06%|0
2015-06-10|2,051.32|2,079.13|2,080.03|2,049.13|427.36M|-0.62%|0
2015-06-11|2,056.61|2,065.07|2,065.07|2,051.10|457.02M|0.26%|1
2015-06-12|2,052.17|2,068.45|2,074.78|2,044.87|388.26M|-0.22%|0
2015-06-15|2,042.32|2,041.07|2,049.68|2,033.72|313.95M|-0.48%|0
2015-06-16|2,028.72|2,045.01|2,045.77|2,008.46|381.41M|-0.67%|0
2015-06-17|2,034.86|2,035.48|2,037.12|2,021.50|354.72M|0.30%|1
2015-06-18|2,041.88|2,046.19|2,052.00|2,036.78|390.97M|0.34%|1
2015-06-19|2,046.96|2,056.54|2,057.71|2,044.71|400.33M|0.25%|1
2015-06-22|2,055.16|2,059.60|2,068.07|2,050.30|266.96M|0.40%|1
2015-06-23|2,081.20|2,071.30|2,086.09|2,066.21|329.80M|1.27%|1
2015-06-24|2,085.53|2,086.69|2,087.68|2,076.78|400.75M|0.21%|1
2015-06-25|2,085.06|2,077.84|2,088.16|2,073.95|575.91M|-0.02%|0
2015-06-26|2,090.26|2,083.40|2,097.01|2,080.79|492.77M|0.25%|1
2015-06-29|2,060.49|2,056.44|2,068.85|2,054.33|503.81M|-1.42%|0
2015-06-30|2,074.20|2,054.83|2,075.02|2,049.44|392.41M|0.67%|1
2015-07-01|2,097.89|2,077.27|2,100.34|2,072.54|471.57M|1.14%|1
2015-07-02|2,107.33|2,107.11|2,110.81|2,098.76|565.34M|0.45%|1
2015-07-03|2,104.41|2,107.51|2,109.68|2,094.02|419.55M|-0.14%|0
2015-07-06|2,053.93|2,076.06|2,089.86|2,052.23|474.04M|-2.40%|0
2015-07-07|2,040.29|2,067.04|2,067.93|2,028.98|502.81M|-0.66%|0
2015-07-08|2,016.21|2,045.88|2,046.33|2,010.83|453.12M|-1.18%|0
2015-07-09|2,027.81|2,000.19|2,027.81|1,983.78|408.46M|0.58%|1
2015-07-10|2,031.17|2,036.89|2,037.84|2,024.76|381.31M|0.17%|1
2015-07-13|2,061.52|2,033.25|2,063.28|2,030.21|426.29M|1.49%|1
2015-07-14|2,059.23|2,070.44|2,070.44|2,052.21|503.08M|-0.11%|0
2015-07-15|2,072.91|2,068.38|2,079.90|2,060.66|619.13M|0.66%|1
2015-07-16|2,087.89|2,073.29|2,088.33|2,071.02|697.93M|0.72%|1
2015-07-17|2,076.79|2,101.22|2,101.22|2,068.36|819.23M|-0.53%|0
2015-07-20|2,073.31|2,077.09|2,081.43|2,068.19|870.68M|-0.17%|0
2015-07-21|2,083.62|2,082.18|2,088.24|2,069.21|727.41M|0.50%|1
2015-07-22|2,064.73|2,071.06|2,075.94|2,059.45|1.16B|-0.91%|0
2015-07-23|2,065.07|2,068.93|2,069.20|2,053.52|739.79M|0.02%|1
2015-07-24|2,045.96|2,060.66|2,060.66|2,040.30|611.87M|-0.93%|0
2015-07-27|2,038.81|2,034.82|2,048.15|2,032.44|543.24M|-0.35%|0
2015-07-28|2,039.10|2,026.33|2,045.55|2,015.91|498.53M|0.01%|1
2015-07-29|2,037.62|2,053.62|2,055.95|2,037.62|520.57M|-0.07%|0
2015-07-30|2,019.03|2,040.24|2,044.93|2,019.03|509.32M|-0.91%|0
2015-07-31|2,030.16|2,026.98|2,030.16|2,004.70|448.19M|0.55%|1
2015-08-03|2,008.49|2,026.25|2,026.25|2,005.21|358.75M|-1.07%|0
2015-08-04|2,027.99|2,007.75|2,027.99|2,007.66|388.79M|0.97%|1
2015-08-05|2,029.76|2,027.22|2,035.25|2,022.98|319.21M|0.09%|1
2015-08-06|2,013.29|2,037.26|2,038.41|2,011.60|340.51M|-0.81%|0
2015-08-07|2,010.23|2,009.39|2,012.90|2,001.13|334.58M|-0.15%|0
2015-08-10|2,003.17|2,008.44|2,008.55|1,993.96|308.33M|-0.35%|0
2015-08-11|1,986.65|2,020.15|2,021.81|1,986.46|366.41M|-0.82%|0
2015-08-12|1,975.47|1,980.04|1,989.10|1,948.91|524.25M|-0.56%|0
2015-08-13|1,983.46|1,975.47|1,990.70|1,966.02|376.59M|0.40%|1
2015-08-17|1,968.52|1,991.05|1,991.05|1,968.44|561.57M|-0.75%|0
2015-08-18|1,956.26|1,977.61|1,979.33|1,954.35|472.77M|-0.62%|0
2015-08-19|1,939.38|1,954.56|1,959.51|1,915.91|506.79M|-0.86%|0
2015-08-20|1,914.55|1,929.43|1,933.79|1,912.55|397.53M|-1.28%|0
