Date|Close|Change
2012-01-05|2.6|-3.70%
2012-01-06|2.7|3.85%
2012-01-09|2.667|-1.22%
2012-01-10|2.6|-2.51%
2012-01-11|2.77|6.54%
2012-01-12|2.667|-3.72%
2012-01-13|2.73|2.36%
2012-01-16|2.6|-4.76%
2012-01-17|2.667|2.58%
2012-01-18|2.7|1.24%
2012-01-19|2.667|-1.22%
2012-01-20|2.7|1.24%
2012-01-21|2.73|1.11%
2012-01-29|2.6|-4.76%
2012-01-30|2.73|5.00%
2012-01-31|2.73|0.00%
2012-02-01|2.78|1.83%
2012-02-02|2.7|-2.88%
2012-02-03|2.85|5.56%
2012-02-06|2.78|-2.46%
2012-02-07|2.7|-2.88%
2012-02-08|2.78|2.96%
2012-02-09|2.9|4.32%
2012-02-10|2.9|0.00%
2012-02-13|2.95|1.72%
2012-02-14|2.91|-1.36%
2012-02-15|3|3.09%
2012-02-16|2.97|-1.00%
2012-02-17|2.917|-1.78%
2012-02-20|2.91|-0.24%
2012-02-21|2.97|2.06%
2012-02-22|2.96|-0.34%
2012-02-23|2.95|-0.34%
2012-02-24|2.94|-0.34%
2012-02-27|2.95|0.34%
2012-02-28|3.05|3.39%
2012-02-29|2.96|-2.95%
2012-03-01|2.96|0.00%
2012-03-02|2.96|0.00%
2012-03-05|2.96|0.00%
2012-03-06|2.95|-0.34%
2012-03-07|2.92|-1.02%
2012-03-08|2.93|0.34%
2012-03-09|2.951|0.72%
2012-03-12|2.94|-0.37%
2012-03-13|2.86|-2.72%
2012-03-14|2.87|0.35%
2012-03-15|2.87|0.00%
2012-03-16|2.85|-0.70%
2012-03-19|2.86|0.35%
2012-03-20|2.88|0.70%
2012-03-21|2.86|-0.69%
2012-03-22|2.97|3.85%
2012-03-23|2.86|-3.70%
2012-03-26|2.87|0.35%
2012-03-27|2.88|0.35%
2012-03-28|2.88|0.00%
2012-03-29|2.86|-0.69%
2012-03-30|2.87|0.35%
2012-03-31|2.86|-0.35%
2012-04-01|2.85|-0.35%
2012-04-05|2.95|3.51%
2012-04-06|2.87|-2.71%
2012-04-09|2.75|-4.18%
2012-04-10|2.75|0.00%
2012-04-11|2.8|1.82%
2012-04-12|2.87|2.50%
2012-04-13|2.86|-0.35%
2012-04-16|2.85|-0.35%
2012-04-17|2.9|1.75%
2012-04-18|2.87|-1.03%
2012-04-19|2.87|0.00%
2012-04-20|2.84|-1.05%
2012-04-23|2.85|0.35%
2012-04-24|2.84|-0.35%
2012-04-25|2.86|0.70%
2012-04-26|2.86|0.00%
2012-04-27|2.82|-1.40%
2012-04-28|2.86|1.42%
2012-05-02|2.86|0.00%
2012-05-03|2.83|-1.05%
2012-05-04|2.85|0.71%
2012-05-07|2.9|1.75%
2012-05-08|2.79|-3.79%
2012-05-09|2.85|2.15%
2012-05-10|2.85|0.00%
2012-05-11|2.85|0.00%
2012-05-14|2.67|-6.32%
2012-05-15|2.4|-10.11%
2012-05-16|2.34|-2.50%
2012-05-17|2.3|-1.71%
2012-05-18|2.34|1.74%
2012-05-21|2.84|21.37%
2012-05-22|2.3|-19.01%
2012-05-23|2.34|1.74%
2012-05-24|2.3|-1.71%
2012-05-25|2.3|0.00%
2012-05-28|2.3|0.00%
2012-05-29|2.3|0.00%
2012-05-30|2.3|0.00%
2012-05-31|2.4|4.35%
2012-06-01|2.24|-6.67%
2012-06-04|2.3|2.68%
2012-06-05|2.26|-1.74%
2012-06-06|2.23|-1.33%
2012-06-07|2.22|-0.45%
2012-06-08|2.11|-4.95%
2012-06-11|2.26|7.11%
2012-06-12|2.2|-2.65%
2012-06-13|2.3|4.55%
2012-06-14|2.3|0.00%
2012-06-15|2.2|-4.35%
2012-06-18|2.19|-0.45%
2012-06-19|2.25|2.74%
2012-06-20|2.19|-2.67%
2012-06-21|2.23|1.83%
2012-06-25|2.19|-1.79%
2012-06-26|2.26|3.20%
2012-06-27|2.34|3.54%
2012-06-28|2.33|-0.43%
2012-06-29|2.3|-1.29%
2012-07-02|2.35|2.17%
2012-07-03|2.38|1.28%
2012-07-04|2.36|-0.84%
2012-07-05|2.25|-4.66%
2012-07-06|2.28|1.33%
2012-07-09|2.25|-1.32%
2012-07-10|2.2|-2.22%
2012-07-11|2.29|4.09%
2012-07-12|2.2|-3.93%
2012-07-13|2.29|4.09%
2012-07-16|2.2|-3.93%
2012-07-17|2.25|2.27%
2012-07-18|2.3|2.22%
2012-07-19|2.2|-4.35%
2012-07-20|2.15|-2.27%
2012-07-23|2.15|0.00%
2012-07-24|2.2|2.33%
2012-07-25|2.2|0.00%
2012-07-26|2.2|0.00%
2012-07-27|2.2|0.00%
2012-07-30|2.25|2.27%
2012-07-31|2.34|4.00%
2012-08-01|2.2|-5.98%
2012-08-02|2.2|0.00%
2012-08-03|2.4|9.09%
